ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	short3_cov	short3_Ocov	short4_cov	short4_Ocov	long_nb	short1_nb	short2_nb	short3_nb	short4_nb
219	239	0	0	0.000000	2.213389	2.213389	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
220	80	0	0	0.000000	1.900000	1.900000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
221	80	0	0	0.000000	2.200000	2.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
222	98	0	0	0.000000	2.448980	2.448980	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
223	299	0	0	0.000000	2.341137	2.341137	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
224	74	0	0	0.000000	1.675676	1.675676	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
225	62	0	0	0.000000	1.129032	1.129032	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
226	73	0	0	0.000000	1.958904	1.958904	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
227	99	0	0	0.000000	2.373737	2.373737	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
228	75	0	0	0.000000	1.680000	1.680000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
229	66	0	0	0.000000	1.939394	1.939394	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
230	73	0	0	0.000000	1.958904	1.958904	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
231	243	0	0	0.000000	1.493827	1.493827	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
232	80	0	0	0.000000	1.575000	1.575000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
233	59	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
234	246	0	0	0.000000	2.272358	2.272358	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
235	80	0	0	0.000000	1.362500	1.362500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
236	63	0	0	0.000000	1.777778	1.777778	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
237	288	0	0	0.000000	1.885417	1.885417	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
238	83	0	0	0.000000	2.698795	2.698795	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
239	102	0	0	0.000000	3.058824	3.058824	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
240	96	0	0	0.000000	3.489583	3.489583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
241	82	0	0	0.000000	1.926829	1.926829	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
242	112	0	0	0.000000	2.133929	2.133929	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
243	21	1	1	0.000000	1.857143	1.857143	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
244	84	0	0	0.000000	1.904762	1.904762	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
245	228	0	0	0.000000	1.434211	1.434211	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
246	60	0	0	0.000000	1.716667	1.716667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
247	62	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
248	48	0	0	0.000000	1.687500	1.687500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
249	66	0	0	0.000000	2.924242	2.924242	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
250	75	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
251	55	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
252	254	0	0	0.000000	1.515748	1.515748	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
253	251	0	0	0.000000	1.274900	1.274900	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
254	74	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
255	48	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
256	98	0	0	0.000000	2.265306	2.265306	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
257	244	0	0	0.000000	1.348361	1.348361	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
258	102	0	0	0.000000	1.431373	1.431373	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
259	145	0	0	0.000000	2.241379	2.241379	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
260	78	0	0	0.000000	1.769231	1.769231	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
261	47	0	0	0.000000	2.340426	2.340426	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
262	309	0	0	0.000000	2.029126	2.029126	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
263	100	0	0	0.000000	1.860000	1.860000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
264	199	0	0	0.000000	1.206030	1.206030	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
265	271	0	0	0.000000	1.926199	1.926199	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
266	80	0	0	0.000000	1.462500	1.462500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
267	78	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
268	70	0	0	0.000000	1.985714	1.985714	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
269	80	0	0	0.000000	2.162500	2.162500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
270	103	0	0	0.000000	1.553398	1.553398	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
271	116	0	0	0.000000	1.775862	1.775862	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
272	60	0	0	0.000000	1.566667	1.566667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
273	76	0	0	0.000000	1.236842	1.236842	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
274	80	0	0	0.000000	1.812500	1.812500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
275	80	0	0	0.000000	2.387500	2.387500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
276	51	0	0	0.000000	1.549020	1.549020	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
277	92	0	0	0.000000	2.423913	2.423913	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
278	60	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
279	80	0	0	0.000000	1.725000	1.725000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
280	75	0	0	0.000000	1.746667	1.746667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
281	21	1	1	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
282	80	0	0	0.000000	2.312500	2.312500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
283	114	0	0	0.000000	1.403509	1.403509	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
284	80	0	0	0.000000	1.875000	1.875000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
285	18	2	2	0.000000	4.500000	4.444444	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
286	80	0	0	0.000000	1.987500	1.987500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
287	71	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
288	80	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
